ano;regiao;codRegiao;UF;codUF;municipio;codMunicipio;entidade;codEntidade;matriculas_base
2023;Norte;1;RO;11;Guajará-Mirim;1100106;EMREF DR FRANCO MARTIRE;11006021;
2023;Norte;1;RO;11;Guajará-Mirim;1100106;EMEIEF JESUS PEREZ;11006030;245.0
2023;Norte;1;RO;11;Guajará-Mirim;1100106;EMREF ECOLOGISTA FRANCISCO MENDES;11006056;
2023;Norte;1;RO;11;Guajará-Mirim;1100106;EIEEF 05 DE JULHO;11006072;179.0
2023;Norte;1;RO;11;Guajará-Mirim;1100106;EMEIEF PROFESSORA FLORIZA BOUEZ;11006102;199.0
2023;Norte;1;RO;11;Guajará-Mirim;1100106;EIEEF FRANCISCO JOSE DE LACERDA;11006129;142.0
2023;Norte;1;RO;11;Guajará-Mirim;1100106;EMEIEF IRMA HILDA;11006145;324.0
2023;Norte;1;RO;11;Guajará-Mirim;1100106;EIEEF JOAO FARIAS DE BARROS;11006161;21.0
2023;Norte;1;RO;11;Guajará-Mirim;1100106;EIEEF JOAO FRANCISCO ARUAK;11006170;13.0
2023;Norte;1;RO;11;Guajará-Mirim;1100106;EMEIEF JOSE CARLOS NERI;11006196;353.0
2023;Norte;1;RO;11;Guajará-Mirim;1100106;EIEEF JOSIAS BATISTA DE OLIVEIRA;11006234;57.0
2023;Norte;1;RO;11;Guajará-Mirim;1100106;EIEEF MARECHAL RONDON;11006293;120.0
2023;Norte;1;RO;11;Guajará-Mirim;1100106;EMREF ODOCIL PIRES DE ALMEIDA;11006331;
2023;Norte;1;RO;11;Guajará-Mirim;1100106;EEEF PAUL HARRIS;11006358;371.0
2023;Norte;1;RO;11;Guajará-Mirim;1100106;EIEEF PAULO SALDANHA SOBRINHO;11006366;96.0
2023;Norte;1;RO;11;Guajará-Mirim;1100106;EIEEF PEDRO AZZI;11006390;51.0
2023;Norte;1;RO;11;Guajará-Mirim;1100106;EIEEF POSCIDONIO BASTOS;11006412;168.0
2023;Norte;1;RO;11;Guajará-Mirim;1100106;EEEF PRESIDENTE EURICO GASPAR DUTRA;11006420;141.0
2023;Norte;1;RO;11;Guajará-Mirim;1100106;EMEIEF PROFESSOR SALOMAO SILVA;11006498;413.0
2023;Norte;1;RO;11;Guajará-Mirim;1100106;EMEIEF SAO JUDAS TADEU;11006528;128.0
2023;Norte;1;RO;11;Guajará-Mirim;1100106;EMEIEF SAUL BENNESBY;11006536;254.0
2023;Norte;1;RO;11;Guajará-Mirim;1100106;EIEEF TENENTE LIRA;11006579;82.0
2023;Norte;1;RO;11;Guajará-Mirim;1100106;EMREIEF TEOFILO LIMAO DE SOUZA;11006587;
2023;Norte;1;RO;11;Guajará-Mirim;1100106;ESCOLA TOUFIA TANOUS BOUCHABKI;11006595;146.0
2023;Norte;1;RO;11;Guajará-Mirim;1100106;EEEFM IRMA MARIA CELESTE CIVICO-MILITAR;11006617;1045.0
2023;Norte;1;RO;11;Guajará-Mirim;1100106;EEEFM ROCHA LEAL;11006633;490.0
2023;Norte;1;RO;11;Guajará-Mirim;1100106;EEEMTI SIMON BOLIVAR;11006641;402.0
2023;Norte;1;RO;11;Guajará-Mirim;1100106;INSTITUTO ESTADUAL DE EDUCACAO PAULO SALDANHA;11006684;683.0
2023;Norte;1;RO;11;Guajará-Mirim;1100106;EMEIEF PROFESSORA ADMA LEAL;11006692;307.0
2023;Norte;1;RO;11;Guajará-Mirim;1100106;CENTRO EDUCACIONAL INOVACAO;11006706;
2023;Norte;1;RO;11;Guajará-Mirim;1100106;ESCOLA DE EDUCACAO ESPECIAL NOVO MUNDO - ASSOCIACAO PESTALOZZI - GUAJARA-MIRIM;11006714;
2023;Norte;1;RO;11;Ariquemes;1100023;APAE DE ARIQUEMES;11006722;
2023;Norte;1;RO;11;Ariquemes;1100023;CENTRO ESTADUAL DE EDUCACAO DE JOVENS E ADULTOS ARIQUEMES;11006757;612.0
2023;Norte;1;RO;11;Ariquemes;1100023;ESCOLA ADVENTISTA DE ARIQUEMES;11006765;448.0
2023;Norte;1;RO;11;Ariquemes;1100023;EEEFM CORA CORALINA;11006773;1363.0
